Wall time,Step,Value
1639069407.2227607,1,0.6317689418792725
1639069409.1587698,11,0.5815950632095337
1639069410.4359603,21,0.5914605855941772
1639069411.4097638,31,0.5860211849212646
1639069412.3372893,41,0.5819535851478577
1639069413.3366172,51,0.5775101780891418
1639069414.317696,61,0.5871236324310303
1639069415.3814974,71,0.5894263982772827
1639069416.5711591,81,0.588917076587677
1639069417.5123835,91,0.5865368247032166
1639069418.555164,101,0.5859026312828064
1639069419.6288192,111,0.5848610401153564
1639069420.5987916,121,0.5775185823440552
1639069421.6230524,131,0.5806818008422852
1639069422.59451,141,0.5760874152183533
1639069423.6742175,151,0.5784211158752441
1639069424.7603157,161,0.5760674476623535
1639069425.7817583,171,0.5751965045928955
1639069426.773892,181,0.5737233757972717
1639069427.9038901,191,0.5688545107841492
1639069428.829986,201,0.5712215900421143
1639069429.824327,211,0.5738487839698792
1639069430.8763893,221,0.57169109582901
1639069431.8027532,231,0.5706843733787537
1639069432.8733873,241,0.5685417652130127
1639069433.8922844,251,0.5696457028388977
1639069434.9862695,261,0.5674049258232117
1639069436.0090995,271,0.5669265985488892
1639069437.0107622,281,0.569284975528717
1639069438.1347744,291,0.5692225098609924
1639069439.1759903,301,0.5697460770606995
1639069440.1556926,311,0.5695645809173584
1639069441.4563906,321,0.5675800442695618
1639069442.50231,331,0.5664976835250854
1639069443.4883041,341,0.5664455890655518
1639069444.5679243,351,0.5647640824317932
1639069445.6101577,361,0.5652893781661987
1639069446.6797304,371,0.5646536350250244
1639069447.7230895,381,0.5668060779571533
1639069448.7066674,391,0.5680504441261292
1639069449.785782,401,0.5680528283119202
1639069451.1591866,411,0.5685304999351501
1639069452.168997,421,0.5691214799880981
1639069453.281264,431,0.5703108906745911
1639069454.5012977,441,0.5714355111122131
1639069455.6245224,451,0.570857048034668
1639069456.7504685,461,0.5718315243721008
1639069457.9886527,471,0.5718308091163635
1639069459.1664183,481,0.5727481842041016
1639069460.3412762,491,0.5737000703811646
1639069461.4200683,501,0.5738704204559326
1639069462.688326,511,0.5742504596710205
1639069463.8365495,521,0.5741963982582092
1639069464.8987093,531,0.5742924809455872
1639069466.2371967,541,0.5743632912635803
1639069467.2798808,551,0.573988676071167
1639069468.2326522,561,0.5738212466239929
1639069469.3459272,571,0.5739919543266296
1639069470.4492447,581,0.572752058506012
1639069471.448847,591,0.572859525680542
1639069472.4908633,601,0.5734270215034485
1639069473.5127463,611,0.5727008581161499
1639069474.6047127,621,0.5718817710876465
1639069475.6918244,631,0.5722697973251343
1639069476.667694,641,0.5715795755386353
1639069477.9863698,651,0.5706266164779663
1639069478.9589603,661,0.5699551701545715
1639069479.9001334,671,0.5707911252975464
1639069481.133642,681,0.5705846548080444
1639069482.1735284,691,0.5706489682197571
1639069483.1419387,701,0.5713541507720947
1639069484.1533957,711,0.5713630318641663
1639069485.1806536,721,0.5707824230194092
1639069486.2358375,731,0.5705026388168335
1639069487.297451,741,0.5704386234283447
1639069488.2788265,751,0.5705010294914246
1639069489.4305956,761,0.5703452825546265
1639069490.3742282,771,0.5703545808792114
1639069491.3057368,781,0.5712481141090393
1639069492.4216506,791,0.5717559456825256
1639069493.3782718,801,0.5723806619644165
1639069494.4778404,811,0.5728238821029663
1639069495.5097115,821,0.5728714466094971
1639069496.4542022,831,0.5729257464408875
